logFC	logCPM	F	PValue	FDR	rank
TARBP1	-0.354766061558952	7.99783039494832	43.1946695793653	9.87499205804877e-06	7.99974104096476e-05	-5.00546324498221
UAP1	-0.615778435441014	5.26968476235984	43.1560045177945	9.92449150857852e-06	8.03237093615603e-05	-5.00329173551454
ADCY3	-1.19923925439857	2.71062291604154	43.1545188435062	9.92639910647157e-06	8.03237093615603e-05	-5.00320826729568
KDM4C	0.459443658472174	6.08694763635411	43.1387883340474	9.94662259437004e-06	8.044226541867e-05	5.00232436022174
RPL17	-0.744933913142858	4.29849803608718	43.0707173583564	1.00346778432288e-05	8.10865750526603e-05	-4.99849656569308
ELAVL1	-0.456567421108257	6.30531515598784	43.0685277838431	1.00375249112707e-05	8.10865750526603e-05	-4.99837336387376
ALDH6A1	-0.535097979260294	5.17987046585927	43.0481144951858	1.00641122210737e-05	8.12558859191386e-05	-4.99722452921982
HNRNPR	-0.367240223270646	8.19182890040316	42.9864950276365	1.0144855522149e-05	8.18482560986502e-05	-4.99375413358679
CSE1L	-0.372567394667172	8.11564015885842	42.9834832220467	1.01488208933627e-05	8.18482560986502e-05	-4.99358441186428
TMED2	-0.383847191888008	6.88937323758162	42.9645271607768	1.01738191105036e-05	8.20040495138077e-05	-4.99251598834891
MSNP1	-1.50501105854429	2.74489234505568	42.957177158281	1.01835307225872e-05	8.20365231647705e-05	-4.99210162204948
PDXDC1	-0.439422691832273	6.12319988517068	42.9459827737663	1.01983422044641e-05	8.21100212290261e-05	-4.9914704194114
ORC3	-0.457954394617067	6.74555023840149	42.9374121191864	1.02096987413184e-05	8.21556360254584e-05	-4.99098707249813
PLEKHH3	0.507307312529106	6.36883725118793	42.8971896069115	1.02631879968696e-05	8.25400456394484e-05	4.98871771579416
WDR90	-0.528661107403239	5.34940003538964	42.8805732948532	1.02853778811572e-05	8.26724471561165e-05	-4.98777974784999
H4C14	0.615399132808486	5.04660338156376	42.8486526827751	1.03281587834685e-05	8.29701169717037e-05	4.9859770939161
MRPS22	-0.437646709159083	6.60650145738681	42.8408182879304	1.03386895594192e-05	8.30085219576059e-05	-4.9855345050699
ULK2	-1.0252432752548	3.20576211831467	42.8273014204425	1.03568872738528e-05	8.30672198815021e-05	-4.98477075066361
SPTLC1	-0.425438355871298	6.58626461666003	42.8268403055719	1.03575087134043e-05	8.30672198815021e-05	-4.98474469267299
DCAF15	-0.578784041224589	5.03124177860601	42.8134429317775	1.03755827345883e-05	8.31659702146123e-05	-4.98398750220054
TEC	-0.401507712298091	7.06435637948225	42.8091649229378	1.03813616282745e-05	8.31661134660215e-05	-4.98374568031574
BBX	-0.436246994282836	6.54109098626218	42.7778265646747	1.04238064268656e-05	8.34247169176946e-05	-4.98197366219615
PIGX	-0.756735764433606	4.29767998088834	42.7767999980747	1.04252001468219e-05	8.34247169176946e-05	-4.98191559852918
ANKRD20A11P	-4.06893065937912	0.180477076162764	42.7656433177983	1.04403607060488e-05	8.349974911497e-05	-4.98128449655019
APOL2	-0.702492320142802	4.18608469214477	42.7523930130644	1.04583988203582e-05	8.35976995408032e-05	-4.98053480081404
TPSD1	-1.9856649838247	1.91474799253141	42.7434720669345	1.04705631839823e-05	8.36399141439228e-05	-4.98002995813798
AKR1B1	-2.79100872102943	1.23151917356046	42.7400250755639	1.0475267717665e-05	8.36399141439228e-05	-4.97983486890402
CRYZ	-0.879779797980214	3.34254157215762	42.7057331942858	1.05222011957191e-05	8.3968212527032e-05	-4.97789339828537
PLEKHA2	-1.320409623199	2.64008825865434	42.6980100074715	1.05328044723907e-05	8.40063897035534e-05	-4.97745597784384
RREB1	-0.499946135823867	7.12655596893358	42.6563747469346	1.05901758491105e-05	8.44173266470236e-05	-4.97509682840391
KLHL42	-1.03666997846469	3.30957229163711	42.6250480420826	1.06335768288957e-05	8.47165094381556e-05	-4.9733206267501
ZYG11B	-0.517291696238208	5.73960298941204	42.6181959130666	1.06430969142493e-05	8.47213056762246e-05	-4.97293198321849
RBM26	-0.471516663350425	6.6209295696598	42.6161679442304	1.06459163547154e-05	8.47213056762246e-05	-4.97281695041465
LMO4	0.569354761948514	4.90524029235984	42.5972446326582	1.06722659934698e-05	8.48842048935149e-05	4.97174335902193
LTV1	-0.436628873111596	6.06112189132694	42.5863379634291	1.06874865961315e-05	8.49473872365653e-05	-4.97112441694024
BRF1	-0.683882349732592	4.27524374631276	42.5831225137193	1.06919785680825e-05	8.49473872365653e-05	-4.97094192045168
LMBRD2	-0.618249889731238	8.68756415419327	42.5596634711746	1.07248158091243e-05	8.5161408702155e-05	-4.96961015776961
EMP2	-1.285574976376	3.06190668559416	42.5405575685384	1.07516444029451e-05	8.532750885152e-05	-4.96852510779402
MICOS10	-0.83178974197567	3.96753775828425	42.5215958992325	1.07783459383028e-05	8.54924186622746e-05	-4.96744788154117
CCDC93	-0.564099067758965	5.04725870665026	42.4877013255833	1.08262638389797e-05	8.58253403511869e-05	-4.96552139324193
STX8	-0.597536715776033	5.01488485479373	42.4555808351745	1.08718973160008e-05	8.61397967364364e-05	-4.96369465812479
RPE	-0.479959340463904	5.8965752123179	42.4478071228039	1.08829742497595e-05	8.61505804941606e-05	-4.96325239841216
RBM25	-0.364900299711061	8.55582944082878	42.446250485775	1.08851938778989e-05	8.61505804941606e-05	-4.96316383126673
SLC23A2	-0.988652094749712	3.39492690412682	42.3920068491933	1.09628630067136e-05	8.67144523073814e-05	-4.96007601285487
PITHD1	0.389671567270143	6.87632327868458	42.3840461451749	1.09743145373421e-05	8.67144523073814e-05	4.95962259654796
NUP205	-0.400859990744576	8.49581342528456	42.3839450947342	1.09744599865327e-05	8.67144523073814e-05	-4.95961684062014
PAICS	-0.395780952384121	7.94689208604307	42.3427317491238	1.10339645006954e-05	8.71369319103057e-05	-4.95726841762106
MNAT1	-0.535430130302385	5.03740537072951	42.3049299679978	1.1088866085824e-05	8.75226193630151e-05	-4.9551128612311
NAMPT	-0.522464623372645	5.77516221462673	42.27409023549	1.11338864498005e-05	8.78299370433445e-05	-4.95335321220786
RAB11FIP4	2.08841693181721	1.08578181217582	42.2226567296922	1.12094330932427e-05	8.8377594830176e-05	4.95041635089317
ST3GAL1	-0.495625005837242	6.34604509079896	42.2139426269157	1.12222902128721e-05	8.84306667647498e-05	-4.94991850445993
FYTTD1	-0.444880056741597	6.17202956930832	42.1808656334567	1.12712461277384e-05	8.87679809601919e-05	-4.94802806651972
NDUFS5	-0.400030538741574	6.50360412719691	42.1537162083586	1.13116103981261e-05	8.90372997313786e-05	-4.9464755615438
SLC10A7	-0.77511379500965	3.87296223144246	42.1446599761576	1.13251112444781e-05	8.90926379012195e-05	-4.94595752329962
COMMD10	-0.661406598647312	5.0865547167453	42.1407245065912	1.13309838727237e-05	8.90926379012195e-05	-4.94573237857938
ZNF672	0.720148034664558	5.12640464929138	42.1075097527683	1.13806861187977e-05	8.94347222705303e-05	4.9438315544062
NUSAP1	0.379289837706067	8.19663362719666	42.0626519191334	1.14482049296903e-05	8.99163690778073e-05	4.94126260504867
UBXN11	-0.786438450565959	3.66209116727656	42.0128756116282	1.15236606082787e-05	9.04266077963424e-05	-4.93840954092636
PHF6	-0.421400410913153	7.74432550938288	42.0115375542512	1.15256967543135e-05	9.04266077963424e-05	-4.93833281106568
SMG8	-0.490803660841595	5.47261019676271	42.0034967673162	1.15379411838134e-05	9.04735029492289e-05	-4.937871679246
SLC6A6	-1.19926649994157	3.40108796842272	41.9931820444559	1.1553670002918e-05	9.05476548111426e-05	-4.93728004098003
POLG2	-0.566631903165091	5.34629125850994	41.9577400443921	1.16079012717721e-05	9.09219985394548e-05	-4.93524629434246
VMA21	-0.439364981894564	7.35445889701925	41.9537452806261	1.1614031955303e-05	9.09219985394548e-05	-4.93501698336618
UTP6	-0.424902689258835	6.64400282232426	41.9044844137837	1.16899350375139e-05	9.14442505791736e-05	-4.93218790226225
EPB41L4A	-0.800460581573782	3.87482942224336	41.9000596999415	1.1696780373883e-05	9.14442505791736e-05	-4.93193366460258
SNHG15	-0.486621697533966	5.55385756755272	41.8981437906338	1.16997458312367e-05	9.14442505791736e-05	-4.93182357289404
LMCD1	1.33934706191671	2.44850663783253	41.8789974388684	1.17294276899066e-05	9.16266331880368e-05	4.93072317775481
RANBP10	0.617799989163159	5.4155353920166	41.8382850060519	1.17928276761536e-05	9.2072071570013e-05	4.92838204758442
KIAA1328	-0.564590586954131	5.23886902969009	41.7617153287907	1.19131253592245e-05	9.2961014965278e-05	-4.92397428820613
NBPF26	-0.674753874622042	4.73085641997783	41.7167843415242	1.19843652673358e-05	9.34663949212639e-05	-4.92138496273115
EFL1	-0.564689930819483	5.10977034584008	41.6653118487898	1.20665730410683e-05	9.40567216095371e-05	-4.91841605390239
PHF3	0.371994111747546	8.44667249663353	41.6607905706814	1.20738246501464e-05	9.40624569074548e-05	4.91815513575659
SIPA1L1	-0.925084537080691	4.32229346413113	41.656113594464	1.20813311958422e-05	9.4070171058888e-05	-4.91788520982446
FKBP14	-0.748300519274407	3.98556098215793	41.6412879924698	1.21051613796382e-05	9.42049108767962e-05	-4.91702941639828
ZCCHC2	-0.582970024460765	4.85984791283725	41.6137476133618	1.21495708796867e-05	9.4499571777563e-05	-4.91543906098545
UBA5	-0.523913607842699	5.89972611233292	41.5921276177327	1.21845634466498e-05	9.47207097015816e-05	-4.91419002627469
ELOVL5	-0.398294205059124	8.57440820330014	41.5374458761128	1.22735800055617e-05	9.53440781981754e-05	-4.91102874209069
PPT1	-0.406952512571098	7.08427044704038	41.5347664929267	1.22779607488507e-05	9.53440781981754e-05	-4.91087375934022
GTF2E2	-0.48795688915038	5.26173247795384	41.5286463888511	1.22879736791341e-05	9.53705311999892e-05	-4.91051972757128
SAT1	0.440156215728648	7.0461392820216	41.5234938555128	1.22964107938514e-05	9.53847319828257e-05	4.9102216365198
SEC24D	-0.890349385661963	3.55711900225209	41.5063456217475	1.23245379783622e-05	9.55515737140907e-05	-4.90922935255449
PAPSS1	-1.15991801773678	3.07964827303033	41.4745193231696	1.23769347959671e-05	9.59062966798607e-05	-4.90738689699787
FIS1	0.419915478276134	6.59518849255103	41.41181495278	1.24809102104183e-05	9.66600964579394e-05	4.90375374118024
DHX35	-0.520979878123283	5.1582021457184	41.4004869885489	1.24997998018085e-05	9.67544825409688e-05	-4.90309694264523
ESPL1	0.58947693176285	5.2164072384561	41.3951534373201	1.25087048526118e-05	9.67715237150613e-05	4.90278765469365
TRAPPC11	-0.416057128481039	6.92950678738751	41.3727980193559	1.25461086725108e-05	9.70089045508123e-05	-4.90149095498875
LINC00667	-0.518185252926708	5.28247413681719	41.3575176610957	1.25717480775961e-05	9.71551152292166e-05	-4.90060433029573
PLEKHH2	-1.00054755945484	3.05414202428153	41.3495660966877	1.25851138295851e-05	9.7180937555846e-05	-4.90014285199984
KCNS1	-0.801000470447663	3.90944684375971	41.3475215284425	1.25885531469543e-05	9.7180937555846e-05	-4.90002418223546
ZNF330	-0.468355874574001	5.52390183066306	41.325633672467	1.26254393481717e-05	9.7413598305829e-05	-4.89875350008719
CLSTN3	-1.0459359076161	3.17538702392978	41.311021247978	1.26501331422008e-05	9.75519882696637e-05	-4.89790490353015
SAMD4A	-1.06771236778553	3.33337373942743	41.2986154490105	1.26711410327383e-05	9.76355237264427e-05	-4.89718427525788
TMED3	-0.628680561928147	4.83830077228761	41.296638561469	1.26744923429865e-05	9.76355237264427e-05	-4.89706942663407
USP8	-0.377660819367585	6.6518291834144	41.2766789885953	1.27083852438132e-05	9.78443996691666e-05	-4.89590962838012
GVQW3	-1.34925147819529	2.15732008160458	41.2162321507323	1.28116590027397e-05	9.85869452897386e-05	-4.89239462910901
SATB1	-1.39060655631873	2.13345560831134	41.201217752944	1.28374589267745e-05	9.87328487303765e-05	-4.89152093291005
PTP4A3	2.5693628179261	0.714967847018693	41.1948083479066	1.28484904886049e-05	9.87650738517038e-05	4.89114789264225
PDLIM1	-0.980056533600509	4.19305786049147	41.1082368438182	1.29985542772262e-05	9.98654228557944e-05	-4.88610494802686
GLUL	-0.372087936194128	10.6117525625221	41.0469015399867	1.31060798124108e-05	0.000100637961793597	-4.88252719163823
C1orf112	-0.485691997869348	5.44983374463977	41.0316567473429	1.31329618124698e-05	0.000100790769125366	-4.88163731855981
CYGB	3.93123420661045	0.371756284438361	41.0233979750732	1.31475511505244e-05	0.00010084912242772	4.88115513088931
IQGAP3	-0.638938484022624	4.91058522851699	40.9708953523763	1.32407305520732e-05	0.000101509923658911	-4.87808805220891
WDR41	-0.533428197313316	5.80964887701232	40.9544907117905	1.32699986064675e-05	0.000101680307793506	-4.87712912274246
SLAIN1	-1.9758245693408	1.10901801710669	40.9348891206278	1.3305066960091e-05	0.00010189493190232	-4.87598293544368
ARHGEF1	-0.607919882358229	4.71748825487906	40.9203419324415	1.33311608312273e-05	0.000101989547816593	-4.87513203208304
WDR12	-0.398162279432644	6.97355334115557	40.9201244107739	1.33315514498415e-05	0.000101989547816593	-4.87511930693289
IFT81	-1.2429605783135	3.18936828934813	40.9118752938505	1.33463745663618e-05	0.000102048868241525	-4.87463669082787
METTL17	-0.428999243919938	6.19039484313804	40.8905028368007	1.33848667151922e-05	0.000102289007888043	-4.87338594910497
NLK	-0.460634515781834	5.84738812051278	40.8681747212145	1.34252149115672e-05	0.000102543070086447	-4.87207875336318
KIF3A	-0.95868635472983	3.31113334719502	40.8619505444398	1.34364869971119e-05	0.000102574894918195	-4.8717142638118
EPHB6	-1.1100789909521	3.16842925312839	40.8504473107756	1.34573478771583e-05	0.000102679848813244	-4.87104052078102
ARF4	0.437702640686686	6.23068777234569	40.7453982081275	1.36495656690812e-05	0.000104091458002565	4.86488116770911
ZBTB10	0.477465773773891	6.25701120966396	40.7355707281468	1.36677070270498e-05	0.000104174772250523	4.86430433905526
TSPAN3	-0.597639192035136	4.84455391861586	40.6905751935053	1.37511189214303e-05	0.000104748087008791	-4.86166196207867
MED21	-0.507754207470067	6.24755171321941	40.6871791712615	1.37574378615037e-05	0.000104748087008791	-4.861462440099
RNVU1-18	1.3486173916085	2.16720516007344	40.67615915676	1.37779654302219e-05	0.000104849082209111	4.86081490925456
HEXIM1	0.491550153355381	6.51642768789876	40.6496468304391	1.38274942045844e-05	0.000105170551284184	4.8592565148814
H2AC19	0.505087384942688	5.17028907539185	40.6264075909268	1.38710749512234e-05	0.000105435464032802	4.8578898815875
MAFG	0.692185155852892	5.29635694697481	40.6204753833401	1.38822246811636e-05	0.000105435464032802	4.85754093090327
CPVL	0.436576198453543	6.26136825146905	40.6174036080374	1.38880021629905e-05	0.000105435464032802	4.85736022452827
CFAP298	-0.606375819555301	4.85354615346956	40.6155240196743	1.38915386942637e-05	0.000105435464032802	-4.8572496470329
TMEM144	-0.842729596196753	3.61884734301715	40.5976949797471	1.39251358226183e-05	0.000105588159222326	-4.85620056012364
C5orf66	1.27120847928824	2.15607929791367	40.5970858295969	1.39262853393813e-05	0.000105588159222326	4.8561647106936
FIRRE	-0.465134981570185	5.63006583220497	40.5561038358323	1.40038701654796e-05	0.000106120666513839	-4.85375192437638
GCNT2	1.57607066525796	1.65042946956018	40.5311521481834	1.40513479948499e-05	0.000106424585337698	4.85228201037506
RPS6KA2	-1.12321103258193	3.14446609186733	40.51296976332	1.40860605574377e-05	0.00010663155228483	-4.85121044886258
CARMIL1	-2.412166659477	1.44591749572006	40.4878875246517	1.41341060076958e-05	0.000106906194364705	-4.84973165574206
C18orf25	-0.378999241274937	6.83794965975072	40.4863006709453	1.41371519148117e-05	0.000106906194364705	-4.84963807514076
CASC4	-0.532909719327388	5.63715524762463	40.4240417068387	1.42572469077971e-05	0.000107757914325109	-4.84596432919562
LSM11	0.598079947254224	4.9236305974227	40.4057552032343	1.42927409339474e-05	0.000107969653648594	4.84488447811303
ZNF426	0.509837033980259	5.42475232144224	40.3914379023442	1.43206008957112e-05	0.000108123532704229	4.84403875854936
WDR60	-0.485962945963327	5.49041738022503	40.3759103136866	1.43508857776258e-05	0.000108295549966443	-4.84312129220784
BLZF1	-0.598034701156187	5.3213158280083	40.280340927768	1.45388950111975e-05	0.000109656994974737	-4.83746859958258
REPIN1	-0.679380184371966	5.70173678670634	40.2732324370293	1.45529907559814e-05	0.000109705991933863	-4.83704774651681
PIGU	-0.705974490611316	4.14223059616853	40.2636841058259	1.45719490329152e-05	0.000109791574237559	-4.83648235642288
HNRNPH2	-0.402810439644417	6.57337798667538	40.2402400240195	1.4618616665338e-05	0.000110053255513584	-4.83509372197697
ARHGDIG	1.41655958389993	2.47928018449	40.2385800636043	1.46219274089121e-05	0.000110053255513584	4.83499537649696
EHD1	0.797186353434533	4.56739708968552	40.1965826818127	1.47059743292565e-05	0.000110628163323162	4.83250619646791
HES2	-0.802129194082194	3.94136582133131	40.1879036074294	1.47234116732006e-05	0.000110701651517877	-4.83199154467466
ARNTL2	-0.697513352237098	4.14010249124614	40.1672807396142	1.47649399785211e-05	0.000110956102826617	-4.83076831416115
LRRC14B	2.8762221563763	0.841082275852316	40.1491116330101	1.4801637535504e-05	0.000111174005963858	4.82969023505825
AARS2	-0.456694919837084	5.90232605851004	40.1299959365369	1.4840359003279e-05	0.000111406876012135	-4.82855559290759
BEX1	1.42968383449206	2.04896589820807	40.1097538374613	1.48814877775721e-05	0.000111657566297833	4.82735364800451
MRPL52	-0.53458809924487	5.27940031971973	40.0791792873422	1.49438564622931e-05	0.000112044074458065	-4.82553731254957
UBXN1	0.393695506777112	6.88545442457796	40.0768971635171	1.49485236496421e-05	0.000112044074458065	4.82540169713718
TRIM39	0.833412825882895	4.00256613837953	40.0306289949786	1.50435053978907e-05	0.000112697479981292	4.82265095379909
GAPDH	-0.37340040754295	9.32505781442254	40.0019727475284	1.5102676557923e-05	0.000113082074061295	-4.8209460784468
SLC30A5	-0.509947349726361	6.40465107360886	39.9470142502134	1.52169002608329e-05	0.000113878264471428	-4.81767380595699
MT-CO2	-0.651860073159686	9.90311626526789	39.9054270617251	1.53039866342727e-05	0.000114470648213659	-4.81519542227141
TESMIN	-0.571670582456804	4.69853405507755	39.8844738701044	1.53480786500157e-05	0.000114740996059879	-4.81394598396028
CMTR1	0.388337383522982	6.91157252352668	39.8611201378765	1.53973924678653e-05	0.000115050081607714	4.81255282024799
SLC13A4	1.38184178602904	2.46833972998461	39.8557602503489	1.54087358302052e-05	0.000115075277001988	4.81223299038521
FKBP8	0.605578569361582	7.01111643207093	39.7447938525215	1.56457272152353e-05	0.000116784755987144	4.80560424599021
H1-6	1.26132567130946	2.2402564446011	39.7082141988543	1.57247568741506e-05	0.00011731400012157	4.80341606060645
DCTPP1	-0.733167198328107	4.36068337082949	39.6957926077936	1.57516966632995e-05	0.000117454283590595	-4.80267266017134
FAM83A-AS1	1.14828047897761	2.72212229529268	39.66337586429	1.5822249241136e-05	0.000117907982950078	4.80073177851351
RAB3GAP1	-0.373560417751163	7.09987360309928	39.6603389795153	1.58288771790837e-05	0.000117907982950078	-4.80054989071079
MRPL19	-0.421488122194512	6.05195156648581	39.6378643441131	1.58780258635396e-05	0.000118213089925764	-4.79920349497361
SRGAP2B	0.588292768773743	5.11513234152035	39.597759452089	1.59661610605885e-05	0.000118807990242606	4.79679949404455
DCUN1D1	0.44484161934746	7.99069712336923	39.5747744551928	1.60169240095246e-05	0.000119124325090931	4.79542088487835
SP100	-0.48072132305585	5.45574468319882	39.5504223434374	1.60709066036164e-05	0.000119444420552564	-4.7939596228109
TMTC4	-0.832008738690463	3.99597857863117	39.5478995870425	1.60765107463031e-05	0.000119444420552564	-4.79380820484517
NCOA7	0.37534493145403	7.62018664937066	39.5363535266266	1.61021879611899e-05	0.000119573655045132	4.79311510813519
BCL2L1	1.03771481133369	4.27143076608756	39.5263569333921	1.61244569989909e-05	0.000119669946216643	4.7925149015803
EIF5	0.348361945874041	8.04095858980662	39.5230935804711	1.61317342295363e-05	0.000119669946216643	4.7923189416109
YTHDF2	-0.408541913926289	6.73945209041347	39.508075145793	1.6165273307036e-05	0.000119831000295383	-4.79141694835312
PCMTD1	0.508940858092858	6.38369968866713	39.5059407259247	1.6170046313065e-05	0.000119831000295383	4.7912887362173
QPRT	-0.603793387592749	4.6363440518619	39.5004061121813	1.61824303260361e-05	0.000119861243810496	-4.79095625417459
SMAD1	-1.23864340532688	2.41624150311212	39.4906781035667	1.62042234465016e-05	0.000119961112653178	-4.79037177678729
AGL	-0.545341844788432	6.14387839847421	39.4828322589677	1.62218243743134e-05	0.000120029859901378	-4.78990030480168
CLDN15	0.82733685120153	3.35330716497602	39.4599492169811	1.6273283207005e-05	0.000120348932569838	4.78852481738663
ANXA7	-0.437942624659139	6.90794917193675	39.3938246841948	1.64230288052375e-05	0.000121378756980101	-4.78454674538353
RTL9	2.38542667661091	0.387521034023964	39.3872006009054	1.64381158571216e-05	0.000121378756980101	4.78414796293641
ZNF138	-0.668463189163623	4.34784847487685	39.3848666030535	1.64434355392342e-05	0.000121378756980101	-4.78400743984616
GSTM4	-1.57553251467711	1.72984560700903	39.3836690664536	1.64461657421085e-05	0.000121378756980101	-4.78393533729707
GTF2H1	-0.375318232747516	6.95600500069149	39.3306839878768	1.65674812995751e-05	0.000122211630066769	-4.78074351094335
RAB2B	0.69271452857505	4.54244042765985	39.3233566211195	1.65843381278382e-05	0.000122273496023224	4.78030185626168
MLEC	-0.428886484940161	6.19628855105777	39.3003863943048	1.66373083691013e-05	0.00012260142093739	-4.77891693375445
SLIRP	-0.488958388442866	5.79270049149584	39.2690978723415	1.67097707324746e-05	0.000123072576680614	-4.77702950883218
TUFT1	0.857472445753749	3.19393947426162	39.2519417241803	1.67496556672815e-05	0.0001233034315211	4.77599411658753
CLASP2	-0.36478687559169	6.91949858637323	39.2248571988826	1.68128428500138e-05	0.000123705504272579	-4.77435884636498
LIPA	-0.737958890374084	4.46670403843544	39.1404646003324	1.70114726349707e-05	0.000125090184621316	-4.76925808911768
IFT88	-0.721780397020094	3.92061992765091	39.1375561996974	1.70183653779623e-05	0.000125090184621316	-4.76908215643847
APMAP	-0.469346081757729	5.47027934551565	39.129954675859	1.70363955573413e-05	0.000125158985376987	-4.76862228487111
HOXB4	-0.976068545668525	2.98167494575195	39.1135565150888	1.7075364648564e-05	0.000125381466971856	-4.76763001308314
CLUAP1	-0.623147507067808	4.36392718472128	39.0967439398973	1.71154238441412e-05	0.000125611722732091	-4.76661234158059
RGS6	0.488049612252625	5.33132048799923	39.0739030037201	1.71700181098869e-05	0.000125920733116805	4.76522924677153
ZNF706	-0.372743972937603	6.84465468489417	39.0718337010882	1.71749739198524e-05	0.000125920733116805	-4.76510391374281
HSPE1P3	-1.02469715599472	3.17830571951133	39.0411703304992	1.72486011471205e-05	0.000126396348304483	-4.76324612022668
RNF103	0.770428685542827	4.20358440445293	39.0375040292339	1.72574284709333e-05	0.000126396873367018	4.7630239180117
CHCHD6	-1.26260566041912	2.54742524704144	39.029898431918	1.72757567934291e-05	0.000126444309194576	-4.76256291854068
CTDSP2	0.700724140105369	4.67086579965131	39.0240131926087	1.72899545095735e-05	0.000126444309194576	4.76220614936733
PSMA4	-0.34208225916393	7.39393227581121	39.0213368431577	1.72964153986782e-05	0.000126444309194576	-4.76204389304922
CUL4A	0.363811524535798	7.86887407091278	39.0202909971082	1.72989408880082e-05	0.000126444309194576	4.76198048534369
MAP3K20	0.379258840251743	7.3829792513507	38.9540077917065	1.74598591402973e-05	0.000127555934488528	4.75795926434399
TYSND1	-0.898071411745405	3.70273356820821	38.9500198586904	1.74695949539835e-05	0.00012756250518751	-4.75771716435245
PIWIL2	1.65879067364881	1.48132597227549	38.9357779141395	1.75044145003349e-05	0.000127752137374537	4.75685241123579
UQCC1	-0.54084290185395	5.38627520284447	38.9258825586762	1.75286537175007e-05	0.000127806050776175	-4.75625143847056
MTMR1	-0.535137317983776	4.83155485624381	38.9238792399286	1.7533565601617e-05	0.000127806050776175	-4.75612975740057
TPI1	-0.408372414816963	7.34695241947668	38.9219238425555	1.75383614981715e-05	0.000127806050776175	-4.75601098255159
ZNF236	-0.548670718468719	5.28359400631109	38.9180298798038	1.75479164523355e-05	0.000127811161405608	-4.75577444198855
LINC00960	3.48250623489019	0.283606285257834	38.9066345279118	1.75759122433482e-05	0.000127950513940986	4.75508212451749
GAB2	-0.657164546909083	5.21504671490835	38.860297910718	1.76902751693864e-05	0.000128718151383701	-4.75226541165689
IARS1	0.355642145339148	10.0690053446455	38.8435941224162	1.7731708948048e-05	0.000128954634949129	4.75124940591399
FAM136A	-0.516703060015011	5.62244909204691	38.830873009465	1.77633377263529e-05	0.000129119608971616	-4.75047542707414
MORC3	0.37641353080388	8.71033619449083	38.824658224058	1.77788130067049e-05	0.000129167058160438	4.75009723784536
RRP1B	-0.569752169774231	5.95442266324996	38.8159931246154	1.78004153496032e-05	0.000129258951703658	-4.74956986387446
MSANTD3	-0.783026244761022	3.97846794874792	38.7512565246672	1.79627534111052e-05	0.000130372201228112	-4.74562709196734
PRDX2P4	1.44133277677781	2.59538679239123	38.7411032382463	1.79883669397486e-05	0.000130492495046337	4.74500826196008
S100A10	-0.741914096537086	3.89276958436477	38.714027047723	1.80568749103844e-05	0.000130923679661632	-4.74335741053493
PPIE	-0.428890485542121	5.96934348440098	38.6822242394354	1.81377213605491e-05	0.000131381253250624	-4.7414172742053
PLBD2	-0.931068859704144	3.10304663976613	38.6820423467112	1.81381849354734e-05	0.000131381253250624	-4.74140617438439
SPIN1	-0.782230053580185	4.17996915396335	38.6701123698508	1.81686193233542e-05	0.000131535701380111	-4.74067807450987
DNAH14	-0.679734851193115	4.9613325846759	38.6613614871456	1.81909804946219e-05	0.000131631576150557	-4.7401438918146
KCNQ1OT1	0.430560051561249	6.46182692202801	38.6438101570786	1.82359238910883e-05	0.000131859007073041	4.73907222902488
NUP35	-0.448716861636533	5.66672819251098	38.6419561991859	1.82406786592451e-05	0.000131859007073041	-4.73895900742853
RSPH3	-0.795081081392637	3.68219447837066	38.6197499845644	1.82977397208865e-05	0.000132205290595954	-4.73760255438832
DDX27	-0.387906870047279	6.14310677096441	38.6084585376638	1.83268320424479e-05	0.000132349248306542	-4.73691260025267
FKBP1A	-0.669539316736575	4.08373061590976	38.5859673957029	1.83849371652883e-05	0.000132702476459051	-4.73553785009293
DNAJA4	0.346598740035444	8.58774850693695	38.576702823173	1.84089327832221e-05	0.000132780551254528	4.73497138801919
ABCA5	-1.25354439273012	2.30776006658875	38.5675392705123	1.84327017970693e-05	0.000132780551254528	-4.73441100284063
LMNA	-0.396003378107299	8.08427147032161	38.5659117438957	1.84369270293762e-05	0.000132780551254528	-4.73431146318471
PPP2R2D	-0.386254976452176	6.44502130127355	38.5633169779402	1.844366559594e-05	0.000132780551254528	-4.73415276062063
ATP5F1C	-0.37906306374846	7.34137787798774	38.5627575037367	1.84451189087207e-05	0.000132780551254528	-4.73411854069552
MYO9B	-0.47079104491435	6.16909573648107	38.5605166652751	1.84509411067181e-05	0.000132780551254528	-4.73398147736233
LTBR	-0.96646215591761	3.31891012878732	38.520749360522	1.85546138795068e-05	0.000133460092657977	-4.73154807886542
ACACB	-0.921850353654159	3.28999926436121	38.5056008420883	1.85942799553046e-05	0.000133678797527279	-4.7306206345942
CCT5	-0.340872422627203	8.49050151390185	38.4980068306634	1.86142009966178e-05	0.000133755403477937	-4.73015560087493
PRCD	3.17516797678731	0.581304265351066	38.4278422975838	1.87994131684189e-05	0.00013501232486651	4.72585570720947
DOCK8	-0.670250433392912	4.83357926530205	38.4246736831831	1.88078266352557e-05	0.00013501232486651	-4.72566138705723
SH3TC2	-0.40473506946524	6.21890640432926	38.3881643896416	1.89050775253746e-05	0.000135642991628384	-4.72342153735601
ZNF799	-2.84296277847583	1.16679101162856	38.3654050521311	1.89659915764082e-05	0.00013601244629758	-4.72202444666512
