logFC	logCPM	F	PValue	FDR	rank
POLRMT	0.411567645376976	5.53254088625952	7.11302403079342	0.020778018039902	0.101586984115104	1.68239588100334
ZNF607	0.444010620306317	2.99856356683454	7.11268608844454	0.0207804353070035	0.101586984115104	1.68234535911525
CDK9	0.349534197871882	5.05947890260558	7.10945754314531	0.0208035456015877	0.101665532939919	1.68186264080752
LINC00278	-0.53265351888142	2.43206179542124	7.10202685941886	0.0208568513202389	0.101891541678162	-1.68075125475225
MRPL15	0.181202931642008	6.70525827715259	7.09764658982767	0.0208883501671123	0.102010900883773	1.6800958607193
CEP19	-0.474188465547224	2.79772071330642	7.09388519910039	0.0209154436939562	0.102108672697312	-1.6795329179926
PUS3	0.257708527326902	4.78034486953807	7.09064506608607	0.0209388160281011	0.102188217776088	1.67904787886537
MFF	-0.216634941741281	6.19700915798856	7.08839607949762	0.0209550570731218	0.10223291784643	-1.67871115198556
NENF	0.434651293050205	4.37056974669626	7.08651435725856	0.020968657414737	0.102264708932143	1.67842937573578
TOB1	-0.318748960578822	4.21380192605161	7.08370884985332	0.0209889539762407	0.10232912516076	-1.67800920475569
ABCA2	0.716192696079206	1.46872305832522	7.07723669181727	0.0210358661269398	0.102523215195308	1.67703960171655
NUDT14	0.615993203768247	2.12796309324899	7.07428955574848	0.0210572691058119	0.102592891262741	1.67659795267473
RAB5A	-0.228774978117603	5.63340846559946	7.06894356061617	0.0210961593462811	0.10274769106711	-1.67579660283212
CHURC1	-0.352409088265871	4.85831758870621	7.06767546061116	0.0211053968405669	0.102758013082774	-1.67560647748029
AURKA	0.186176673097649	6.91757881091727	7.06210328259504	0.0211460444250041	0.102921206109022	1.67477085973371
PCSK4	0.682462255592062	2.17998751842698	7.06038829338367	0.0211585735277436	0.102922282307055	1.67451361498809
LIN9	0.222917537257356	5.34209537970731	7.06012133103711	0.0211605246527666	0.102922282307055	1.67447356863228
PEX7	-0.297892417847658	4.26723564043031	7.05527447954327	0.021195985605036	0.103060036441327	-1.67374638410277
BEND3	0.433023013908252	4.41568662709336	7.05411749438547	0.021204460869899	0.103066531016115	1.67357276513799
PLCD1	0.953177301634591	0.622684488303778	7.04737810829796	0.0212539089746509	0.103240820210906	1.67256118373144
ADRM1	0.441833890866444	4.58068016002974	7.04723987628109	0.0212549246404606	0.103240820210906	1.67254043048938
NUP210	0.279839430492273	6.73117179692727	7.04630798733987	0.0212617732396109	0.103240820210906	1.67240051798471
FAN1	-0.401352575772481	5.49480933399847	7.0415435180872	0.0212968290546278	0.103376269076196	-1.67168505508682
ELMO2	-0.304144258162427	4.82442600228794	7.03687562216882	0.0213312408937296	0.103508502030884	-1.67098387977682
COG3	-0.265444350137573	5.78039038234438	7.03445618264374	0.0213491030409706	0.103560366767289	-1.67062036665957
H3C4	0.264856297124344	8.72582778104463	7.03280775943602	0.0213612831324121	0.103577823697194	1.67037266360092
TSKU	0.456761140629653	3.16012042076015	7.03202743946575	0.0213670517435746	0.103577823697194	1.67025539827717
HAUS2	0.18689783277428	6.57772353953622	7.03034610415083	0.0213794875102695	0.103603317119252	1.67000270951684
CIITA	-0.682871967465133	1.79803464315472	7.02128469611889	0.0214466571627872	0.103893940537583	-1.66864039060708
SRSF4	0.238269265728994	6.47001517924508	7.01860489633164	0.0214665697606772	0.103955518639764	1.66823734787995
H4C1	0.318116642499425	7.25353367533711	7.01716522500205	0.0214772764909125	0.103972489410735	1.66802079187192
SMARCD2	-0.187976397358493	6.84926984822183	7.01120610181874	0.0215216615672124	0.104146803160538	-1.66712420226145
BCCIP	0.206008240254732	7.09967208513415	7.01039480892298	0.0215277127065008	0.104146803160538	1.66700211099002
C5orf63	-0.404775724958418	3.10952365695262	7.00763096560372	0.0215483423843705	0.104211681963408	-1.66658613251064
MRPS31	-0.23853019952044	5.40102441141032	7.00535665582021	0.0215653357337212	0.10425893725787	-1.66624377627678
BET1	-0.314419043726729	4.02784561660973	7.00416762796749	0.0215742263323665	0.104267000781401	-1.66606476945324
PCBD1	-0.379141692930103	3.47409822560865	7.00190503180851	0.0215911562423735	0.104313899436045	-1.66572409985026
MPHOSPH9	-0.237768335621385	6.74058063090242	6.99951569534877	0.0216090516217208	0.104365429645755	-1.66536429301919
RPS2P7	0.367082018902851	5.74888386190537	6.99615291095208	0.0216342676747983	0.104445323871824	1.66485780118987
SLFN12L	1.0897857005062	0.12159816481222	6.99538057947731	0.0216400639859119	0.104445323871824	1.66474145943019
RNF32	-0.490760383370464	2.34959438748847	6.9913644935515	0.0216702342713138	0.104555983268946	-1.66413639360917
TPP2	-0.203049072301584	7.91923983887566	6.98855521328762	0.0216913682973663	0.104622984544196	-1.66371305170859
CHM	-0.285386235625947	4.54145758790321	6.98475090352122	0.0217200269012263	0.104694237133719	-1.66313964118969
SSU72	0.274333701375689	5.81024358860448	6.98466883653902	0.0217206456231288	0.104694237133719	1.66312726994898
HMGB1P19	-0.725063187549391	0.881839794030791	6.98327942385233	0.0217311239040403	0.104709781267933	-1.66291781198133
ROMO1	0.217610521494053	5.50623249728674	6.98065123054139	0.0217509608969018	0.104770394230122	1.66252155236433
NOX5	-1.05450464965465	0.368631628099656	6.97763094583981	0.0217737838727695	0.104820496626433	-1.66206609221443
ISG15	0.499662614213378	2.88476500241132	6.97735314098111	0.0217758845513073	0.104820496626433	1.66202419462343
HBQ1	0.677563397951614	1.77392468110369	6.96929636669434	0.0218369123715275	0.10507922233179	1.66080876865981
NAPRT	0.290686285301836	5.82372407255812	6.96715933386821	0.0218531338770257	0.105122239469758	1.66048627366359
MINCR	0.531325819670165	2.01461561613728	6.96599425474166	0.0218619836343809	0.105129778729488	1.66031043514105
RNF2	0.269125531961881	4.9227561912122	6.96098442293321	0.021900086071799	0.105277936241255	1.65955417829075
SOX12	-0.520677067846315	2.57412446436015	6.94339011542007	0.0220345266282856	0.105888956859497	-1.65689627508062
ACTR3B	-0.381938576029264	3.11689973164568	6.93330991733523	0.0221119925815221	0.106185017914874	-1.65537212000979
NFKBIB	0.446500070084976	4.58491864195989	6.93327830849264	0.022112236002718	0.106185017914874	1.65536733907927
REC8	-0.491862201703195	2.75080840320749	6.93250387493293	0.02211820094694	0.106185017914874	-1.65525020063096
RPS28P7	0.308203114556724	8.81236228068927	6.93000971437721	0.0221374247960699	0.106240143477055	1.6548729011585
TRPV5	2.23879701114599	-1.34439859340957	6.92910506716988	0.0221444023082889	0.106240143477055	1.65473603710941
CCDC90B	-0.278245759904071	5.08760924555732	6.9278345514199	0.0221542061638888	0.106251867170066	-1.65454380712275
EIF3G	0.208143150969474	8.24222727137469	6.9240622464327	0.0221833453201487	0.106356284636887	1.65397296023701
ACKR2	-1.5451916010867	-0.9861780599732	6.92285640975857	0.0221926694037058	0.10636566252055	-1.65379045632707
KCNE3	0.482532488151208	2.84375974233457	6.92044259848659	0.0222113480954042	0.106419854332975	1.65342508158536
CYB5R1	0.282002972778823	4.67623480095575	6.91934718449752	0.0222198308514601	0.106425175239442	1.65325925145083
SAMD13	-0.703280209242882	1.44056959976067	6.91497308230742	0.0222537417744657	0.106486664727952	-1.65259695567731
RRP7A	0.276399736827063	6.40183327651427	6.91424617306544	0.0222593832105941	0.106486664727952	1.65248687378148
MSH3	-0.230711728192989	5.18735524598397	6.9142250442609	0.0222595472135614	0.106486664727952	-1.65248367399285
EXOSC7	0.211840743295513	6.05329227117746	6.91353072661069	0.0222649373449867	0.106486664727952	1.65237852266457
KIAA1958	0.33323272334116	4.04061197322411	6.91284038102201	0.0222702981780329	0.106486664727952	1.65227396813851
ECI1	0.229155785001332	5.89632531606416	6.91198693912854	0.0222769276446672	0.106486664727952	1.65214470573236
BTBD6	0.291877955937884	4.5315911586889	6.90545014965822	0.0223277827224534	0.106694429454266	1.65115440273309
AMZ2P1	-0.473799791000911	2.37828997777244	6.90306415019295	0.0223463797363023	0.106747960911072	-1.65079282545815
MLX	0.2402318493292	5.44180145676707	6.90115894526012	0.0223612425461723	0.106765105248621	1.6505040676929
GALNT2	0.358713107779643	6.58387920952894	6.9007082510718	0.0223647602017061	0.106765105248621	1.65043575403656
HIRA	0.304799466241818	5.24070911241049	6.8985723393951	0.0223814398769103	0.106809410268786	1.65011197721422
FAM136A	0.214255439654546	6.53346940309574	6.89659276218705	0.0223969119104848	0.106847924765287	1.64981185812522
NDUFA6	0.20324547887708	6.216883513186	6.89463115455482	0.0224122560346716	0.106885803804598	1.64951442485297
LINC02573	-0.374361684844617	3.50369315222451	6.89077673696225	0.0224424425334123	0.106994418894432	-1.64892987820663
TDP1	-0.196583902367836	5.7507352969044	6.88840793518375	0.0224610181587656	0.107023720519032	-1.64857056104378
UFC1	0.190096456063298	6.86201796253844	6.88810232899799	0.0224634159859149	0.107023720519032	1.64852420038859
LMO4	-0.260534682717848	4.96629627957012	6.88237970482713	0.0225083726885501	0.107185849512093	-1.64765590250859
ATP5F1AP10	-1.06222107216228	0.862935003177396	6.8818810256979	0.0225122953533295	0.107185849512093	-1.6475802220824
IRS2	0.569731110311591	1.86030179876305	6.87342795549877	0.0225789118850793	0.107457426809113	1.64629699127254
AGK	-0.331650570733651	4.59598310424264	6.87199059922489	0.0225902626189631	0.107457426809113	-1.64607872023928
CYBA	0.332567496348051	4.4236683439558	6.87181294720232	0.0225916659992835	0.107457426809113	1.64605174129669
NSUN2	0.227784093217899	7.09685696184095	6.86117966597276	0.0226758536921563	0.107821896626466	1.644436353802
NECAP1P1	-0.769990785274834	0.584050819979347	6.86025031304645	0.0226832294302146	0.107821896626466	-1.64429511451114
ABHD17B	-0.262967659098271	5.0306589418068	6.85540801381929	0.0227217061253597	0.107939284578131	-1.64355906147291
L2HGDH	0.270646912306466	5.03254918897071	6.85526052044369	0.0227228793178817	0.107939284578131	1.64353663807379
ELOVL1	0.255294418643092	5.63147679990911	6.84138574303289	0.0228335647643837	0.10839789031999	1.64142628138554
IBTK	-0.215544675654933	7.4590974279595	6.84110287448488	0.0228358279925347	0.10839789031999	-1.64138323691138
HDGF	0.190089078987919	8.23173631702757	6.8403379529824	0.0228419494564567	0.10839789031999	1.64126683378641
CNNM2	-0.252521683257684	5.39053405075832	6.83464334454204	0.0228875832524731	0.108566999231098	-1.64040006296228
WDR62	0.267695576423118	5.68607286049699	6.83386904041206	0.0228937965100308	0.108566999231098	1.6402821816969
C1orf112	-0.237102180379054	5.46587157705769	6.83205486470026	0.0229083618734941	0.108566999231098	-1.64000596514225
MLLT1	0.488083408243327	4.62015856435177	6.8312436439062	0.0229148784363967	0.108566999231098	1.63988244234859
KLHL18	0.313224918128829	5.37033219394918	6.83120517742804	0.0229151874935685	0.108566999231098	1.63987658497869
CNDP2	-0.268172146917311	7.03099189911046	6.82619535042048	0.0229554810936967	0.108722219510697	-1.63911360099649
GPR153	0.7776136494598	2.22769290052118	6.82193977911249	0.0229897744411867	0.108848928774343	1.6384652896889
FTO	-0.227532991362454	5.38714722151353	6.81977645057847	0.0230072308790465	0.108895863924563	-1.63813564931569
MCM2	0.250249721683078	8.25143516317501	6.81011319558821	0.0230853987127353	0.109230028127515	1.6366626202575
BCLAF3	-0.414782320181637	3.34381221413519	6.80319684934042	0.0231415401592227	0.109459788249849	-1.63560774044076
TMEM120B	0.42904049249734	3.15438092609349	6.80112882252733	0.023158358276724	0.109503458920009	1.63529223150036
PAPSS2	0.895036473942548	0.259150642007854	6.80001496548009	0.0231674226793506	0.109510449835987	1.63512227775057
NRARP	0.592497103705699	1.87951677829582	6.79866615602856	0.0231784047356093	0.109526497794847	1.63491645786177
NFS1	0.254317553322055	5.28591017113331	6.79759506235377	0.0231871300279525	0.109531874700106	1.63475300255465
PARS2	-0.580549821250505	1.62861779538715	6.79334025329081	0.0232218289325462	0.109659902672632	-1.63410357856675
DARS2	-0.190186290788136	6.03721374740668	6.79111036842887	0.023240038784128	0.10971000650349	-1.63376315150896
WIZ	0.377162425770574	3.28968654200777	6.78864700539677	0.0232601750191162	0.109769168543956	1.63338702178511
LDHAP4	0.262307096370264	6.91107588471649	6.78552989626634	0.023285684895432	0.109820883443449	1.63291098375949
TTF2	-0.208656741002041	5.93682746076666	6.78544888616578	0.0232863483111941	0.109820883443449	-1.63289861076287
APOC1	0.210785167325864	5.8444609413389	6.78235601530494	0.0233116935608442	0.109904509550734	1.63242617446689
RAD1	-0.191380497091211	6.0536515240841	6.76778606565526	0.0234315324214857	0.110433431941419	-1.63019930762873
BBS9	-0.374393217663043	3.51835293547534	6.76485488960084	0.0234557299579932	0.110507084507483	-1.62975104697197
PSMD8	0.270932797723482	7.00571593909202	6.7640390969437	0.0234624697987972	0.110507084507483	1.62962627339986
RNVU1-6	0.520155411191101	2.73735160382943	6.75881373178325	0.02350569488519	0.11064267138593	1.62882690549071
YDJC	0.306169088807173	4.88599198256412	6.75870614720302	0.0235065858368416	0.11064267138593	1.62881044445627
HMGB3P24	-0.836765890943507	1.15560590343624	6.7573358173781	0.0235179376084279	0.110650324923754	-1.62860076612275
SUB1	-0.246104702990738	7.51172926061264	6.7566596156054	0.0235235416452618	0.110650324923754	-1.62849729138838
MFSD6	-0.345360949912201	3.46772824872372	6.75468792377551	0.0235398911496366	0.1106911624222	-1.6281955497008
NOB1	0.357039548321181	4.54179031168229	6.75160401297107	0.0235654904048762	0.110775454081665	1.62772351801275
ZSCAN26	-0.359230714091213	4.12553910087354	6.75036801764398	0.0235757595762274	0.1107876514461	-1.62753430603708
GPATCH2	-0.236079133779461	5.0797666691244	6.74745962219094	0.0235999447504078	0.110865213933253	-1.62708901375113
NDUFS3	0.18835533951705	6.7625078456105	6.74461398154992	0.0236236366323594	0.110940409376949	1.62665324610456
RPF2	0.240506200899955	6.90531380674044	6.7424081785969	0.0236420208895682	0.110990638556685	1.62631540326979
SMIM8	-0.362165255093091	4.48181197337115	6.73956231817764	0.0236657648392694	0.111039038948324	-1.62587945527346
HSPA8	0.291633428289951	11.4201437623041	6.73932882052658	0.0236677142452199	0.111039038948324	1.6258436828661
WRN	0.206456925157596	7.64253672143863	6.7346658596272	0.023706683993707	0.111098039804842	1.62512918933476
DENND11	-0.503217374327607	2.49550582767623	6.73436634501431	0.0237091897327099	0.111098039804842	-1.6250832878871
SYNGAP1	-0.417213385865231	3.42077919729887	6.73367380532498	0.0237149847250933	0.111098039804842	-1.62497715074265
SGTA	0.326651507959842	4.16307446227108	6.73330479910039	0.0237180731611231	0.111098039804842	1.62492059564007
ATP5F1AP3	-0.489912575142979	4.41376851627764	6.73322159043712	0.0237187696507705	0.111098039804842	-1.62490784261551
WNT3	0.717828776361062	0.8474075362137	6.73033299090182	0.0237429634612483	0.111175290472456	1.62446507583866
NUP214	-0.217015905637599	5.5464771497589	6.72697415383699	0.0237711327079586	0.111265648960474	-1.62395012340032
STK17B	-0.204913078159438	5.8033733860035	6.7261946543037	0.0237776757441855	0.111265648960474	-1.62383059970925
BCORL1	0.544362932411853	2.11135071263853	6.724070044942	0.023795520364539	0.111313069339755	1.62350479353482
ZC2HC1A	-0.661519802509743	1.6170225251299	6.72035602886455	0.0238267526937864	0.111423065075316	-1.62293514285153
PEX11A	-0.689522143261064	1.06912987674245	6.71831178738026	0.0238439641602444	0.111467443852749	-1.62262153962816
MORN4	-0.584303272989237	2.41373927768695	6.71558439442101	0.0238669504369439	0.111524306045717	-1.62220306876099
ACYP1	-0.409813322977911	3.15398095108674	6.71464916062317	0.0238748385877625	0.111524306045717	-1.62205955589839
FTL	0.215062898747004	9.63889027545993	6.71381107016449	0.0238819100250561	0.111524306045717	1.62193094219217
TEX10	-0.21330141925407	6.90860288811969	6.71320453519084	0.0238870292527955	0.111524306045717	-1.62183785859429
RPL7P17	-0.935195402134739	0.0785566632925534	6.70899760460813	0.0239225721835658	0.111654139037167	-1.62119212631106
ZNF667-AS1	0.513615724392613	2.34711270791566	6.69933130214117	0.0240044780270545	0.112000208402896	1.61970773324552
GUK1	0.221796049937118	6.14477306163665	6.69362254006515	0.0240530069183979	0.112186655310056	1.61883062380414
RNF5P1	0.358378087301269	4.09455846359879	6.69155915812424	0.0240705759586606	0.112186655310056	1.61851351783982
GNAQP1	-0.331714065078713	3.66561997171034	6.6910117875304	0.0240752392058003	0.112186655310056	-1.61842938913622
ZNF185	1.15161278681386	-0.128335296666211	6.69097841388341	0.0240755235626596	0.112186655310056	1.61842425963846
FADS3	0.372305901462532	4.15978621544504	6.6900243524053	0.0240836542384721	0.112188329327713	1.61827761645084
ANKRD33B	0.295979590705928	5.07159952855357	6.68805304270843	0.0241004644244046	0.112230420784098	1.61797458833746
PLPBP	-0.210450211226958	6.23245575043563	6.68159041295979	0.0241556719203225	0.112404531439185	-1.61698087756352
CORO1C	0.272316157961467	7.76100669090139	6.68128937357504	0.0241582472355163	0.112404531439185	1.61693457847628
CHAC1	0.628122973442222	4.02255329226188	6.68043123525897	0.0241655901822218	0.112404531439185	1.61680259387282
SKAP1	-1.25076357399467	-0.370485551033899	6.68003299908502	0.0241689987245242	0.112404531439185	-1.61674134121094
ADAM8	-0.448472023049279	2.76681721021143	6.67718011941654	0.0241934335262133	0.112448568253514	-1.61630249229665
LLGL1	0.458699746488669	4.08156315167971	6.67710861428265	0.0241940463421595	0.112448568253514	1.61629149182361
URB2	0.294525979140274	6.27779671710667	6.6761880141563	0.0242019377524334	0.112449041967856	1.61614986040394
PFDN2	0.36581029140623	5.10838234690428	6.67451828673888	0.0242162585152678	0.112479378354699	1.61589295581284
LDHAP7	0.344315642596756	3.86439186353121	6.67056391679395	0.024250214201351	0.112600865941043	1.61528442093578
FNIP2	-0.196584080706669	8.06163640935376	6.6683973278898	0.0242688424427197	0.112616033365642	-1.61495093783075
MCU	-0.208676657277308	5.77186473216994	6.66836938163386	0.0242690828346156	0.112616033365642	-1.61494663600395
FAM151B	0.696562550728577	1.44408836319269	6.66590737405896	0.0242902719840107	0.112622366956064	1.614567622268
HBS1L	-0.217382625892433	9.11216085880524	6.66588222711023	0.0242904885234964	0.112622366956064	-1.61456375069815
OGA	-0.173019964064023	8.11326714481507	6.66549163144992	0.0242938522236895	0.112622366956064	-1.61450361459617
ABCF1	0.307113420283404	7.539125951342	6.66151058754832	0.0243281674725566	0.112745240973941	1.61389060321591
TMEM87B	-0.30550730216467	4.02347976007991	6.66031243476681	0.0243385064267718	0.112756957245468	-1.61370607649682
AMMECR1	0.176487170964079	8.21199151557376	6.65933977870629	0.0243469033952508	0.112759671932576	1.61355626746267
PWP2	0.388308155621824	3.70670278375406	6.65451569996083	0.0243886007662176	0.112916562110685	1.61281311551006
COPS7A	0.333805196756125	3.98689467289001	6.65063751830357	0.0244221837845583	0.113035795163156	1.61221550488009
MED21	-0.214363287070132	6.6483106547859	6.64957151373298	0.0244314244597047	0.11304232163471	-1.61205121100632
LZTFL1	-0.323982694893832	4.66686222714828	6.64518712271374	0.0244694743648068	0.113168990001129	-1.61137535974162
PBDC1	0.255334168558093	4.95998630533558	6.64461099184311	0.0244744795499808	0.113168990001129	1.61128653470254
FANCF	-0.394016195411477	3.64908468197993	6.64296340180239	0.0244887998482811	0.113198948001853	-1.61103249833959
UFL1	-0.18828090000558	7.32473975267275	6.64121393999277	0.0245040164924049	0.113233028836222	-1.6107627238999
TMEM86B	1.55917190343127	0.0125744252131163	6.63565712412675	0.0245524237680978	0.113392483602345	1.60990562870794
TFPI	-0.213388331602837	6.07610200825184	6.63544972021631	0.0245542327335087	0.113392483602345	-1.60987363208051
MSANTD2	-0.382158203762865	3.56320788090661	6.63060396246957	0.0245965423190088	0.11355154618395	-1.60912593994206
IL4R	-0.371739619099757	4.06244248868163	6.62848852685007	0.024615039931853	0.113600612677823	-1.60879945535459
DCAF1	0.224836669940243	6.37784729995172	6.62604270203774	0.0246364471348211	0.113663071536682	1.6084219223597
SH3GLB1	-0.18930092766474	6.5032537029965	6.62062689092331	0.0246839281502908	0.113811815293974	-1.60758572639546
GUCY2F	-1.77303698649281	-0.704882637328553	6.61863874611648	0.0247013857443537	0.113811815293974	-1.60727868219601
ZW10	-0.204024865437472	6.14346730891409	6.61803499541998	0.0247066900933783	0.113811815293974	-1.6071854322776
ACTR3C	-0.425527171242411	3.52702501973049	6.61800305751258	0.0247069707267408	0.113811815293974	-1.60718049932915
H2BC6	0.263054720245543	7.45303995982563	6.61787377436738	0.0247081067561176	0.113811815293974	1.60716053087762
RPS16	0.622369349892021	8.58704996850629	6.61380001990591	0.024743935262328	0.113901080922315	1.60653122925005
LRCH4	-0.370983485496536	3.44181714060144	6.61364846121593	0.0247452694068405	0.113901080922315	-1.60650781357368
UBL7-AS1	-0.456658877509513	2.72981603422057	6.61297983851213	0.0247511561965435	0.113901080922315	-1.6064045091324
GLB1L2	-0.347073982673097	3.44517352268912	6.61087701821164	0.0247696810282368	0.113950004883246	-1.60607958600878
ZCCHC3	0.261442758698634	5.87433341596908	6.60863543554379	0.0247894464537835	0.114004603060471	1.6057331708825
KIF3A	-0.349961898764224	4.29837114427377	6.6050365993668	0.0248212188823129	0.114097254897919	-1.60517689564692
KDM4A	0.201477458756177	6.16553060412658	6.60456339038573	0.0248254002240485	0.114097254897919	1.60510374127388
TOMM5	-0.389947459460206	3.3236976588179	6.60217876005632	0.0248464839111321	0.114157810866042	-1.6047350606946
ARMCX6	-0.278473028749823	4.6632859163539	6.5987709075551	0.0248766513917159	0.11426005074477	-1.60420807976799
FPGT	-0.283908808616278	5.11976611156814	6.59728204356568	0.0248898450027818	0.114284288314299	-1.60397780787699
SYNJ2BP	0.513054251015692	2.59695928829085	6.59518609623243	0.0249084324107705	0.114333268770074	1.6036536035263
DOHH	0.387726285286403	4.85178457999201	6.58784874471516	0.02497363217962	0.114596107484105	1.60251828901232
FBXO42	0.252027162716425	5.10493623755719	6.58426192137711	0.0250055785997844	0.114678276388946	1.60196309193469
FNBP4	-0.218687894813827	6.97863566937989	6.58405457316081	0.0250074268545582	0.114678276388946	-1.60193099280998
POLE	0.213213390373858	7.23147699451969	6.58239045763595	0.0250222662893022	0.11470944058285	1.60167335841696
WDR4	0.328068437943829	5.02701730533698	6.58065561118541	0.0250377476086215	0.11470944058285	1.60140474275972
CIPC	0.277812902769445	5.05120340190558	6.58062051576682	0.0250380609086008	0.11470944058285	1.60139930842102
TRPC4	-0.648183664302822	1.0239894909138	6.57275033710284	0.0251084366569425	0.114995365348865	-1.60018032720742
TBC1D9B	-0.332330859644321	5.51472033953062	6.56975960366631	0.0251352417190591	0.115081620506291	-1.59971693391915
CYP51A1	-0.322972028288837	4.06230237148827	6.56369277899861	0.0251897215377657	0.115294489574884	-1.59877663342607
LINC00963	0.272717674963662	4.51396715524882	6.56116439893612	0.0252124677491645	0.115362023590155	1.5983846443119
INF2	0.368952411717549	4.22311534930852	6.55852943679915	0.0252361988212653	0.115434019703354	1.59797605970011
SAPCD2	0.456585930547807	4.45847389983523	6.55571005557068	0.0252616202519954	0.115513699701554	1.59753879772629
CD320	0.479092655817077	4.225573226843	6.55213468761394	0.0252939019993367	0.115624689443453	1.59698416843881
FCGR3B	1.9526027294372	-1.17984537102833	6.55084838343402	0.02530552795438	0.11564121606503	1.59678459748651
SLX4IP	-0.324830637392273	3.75222926168115	6.54662874549999	0.0253437108162681	0.115762845755035	-1.59612979556785
RPS6KB2	0.27794091879359	5.21672404676658	6.54613512332994	0.0253481820055186	0.115762845755035	1.59605318320576
BAHD1	0.364201727362208	4.19206640117118	6.54092351207591	0.0253954456681428	0.115942015706929	1.59524416127536
R3HDM2	-0.40973874338122	3.39852281742499	6.53548250275095	0.0254449016546218	0.116131078180879	-1.59439922334984
SYNC	-0.483609589784886	2.95077381685722	6.5337512799803	0.0254606616104561	0.116166280344041	-1.59413031513496
EGFL8	0.562482240438291	1.52035903485575	6.53054441252242	0.025489885598294	0.116262871563024	1.5936321136928
TFE3	0.520732979065004	2.75664244481227	6.52901325251287	0.0255038530442823	0.116289836559463	1.59339420272443
UBE2H	0.223358038576878	5.41100214474598	6.52302984453106	0.0255585218984875	0.116502312007125	1.59246426592413
BAZ1B	0.170957472289499	8.11355700823508	6.51926095634154	0.0255930288436619	0.116619262469084	1.59187831386863
RNU5E-4P	-0.614281274921905	5.08178626013629	6.51752960070792	0.0256088992614053	0.116619262469084	-1.5916090882622
ATP8B4	-0.531509613567811	2.57691801011	6.51745588703228	0.0256095752154147	0.116619262469084	-1.59159762509
UBASH3A	0.504349707587786	2.57221920304407	6.51664026802345	0.0256170558547125	0.116619262469084	1.59147078479918
CSNK1A1P3	-0.614136757646551	2.16280725945307	6.51582122049811	0.0256245705563822	0.116619262469084	-1.59134340424083
STXBP5	-0.241222119610495	6.97428426743769	6.50322282176621	0.0257404911344376	0.117109905457529	-1.58938317091488
CYP51A1P2	-0.266662767460831	4.84502964685303	6.49944423816988	0.0257753802824543	0.117231691795057	-1.58879491854287
MTHFD1	0.230370065716427	7.91092139420887	6.49572093091294	0.0258098141073396	0.117351331166474	1.58821512340837
TBRG1	-0.196132255124598	5.73975141825975	6.49402234142986	0.0258255411564576	0.117385866541128	-1.58795056937074
LYN	-0.204053407737397	7.44098680320993	6.49311928385579	0.0258339071087203	0.117386932018095	-1.58780990635333
COMMD1	-0.290160463868003	4.48872527298579	6.48188739168504	0.0259382297087115	0.117823877934223	-1.58605966795794
GAPDH	0.202425564761225	9.83920960211066	6.47313761835033	0.0260198457828503	0.118157437471289	1.58469528178887
NEPRO	-0.205118976559388	6.56701079065676	6.46751078729814	0.0260724932022367	0.118331761972118	-1.58381743710167
SLC35B3	-0.225669134023612	5.50150092671702	6.46728287340361	0.0260746283481093	0.118331761972118	-1.58378187302667
DCLRE1B	0.249233152800044	4.84253941472048	6.46106752393308	0.0261329353743459	0.118529217327283	1.58281180553171
TTC33	-0.306301875378084	4.39170771270527	6.46089464964096	0.0261345593483474	0.118529217327283	-1.58278481809137
MAP1A	-0.433305369786518	2.99367799995138	6.45936587261778	0.0261489258464681	0.118557127361688	-1.58254614651116
BMP8B	-0.395859082313743	2.92104192001849	6.45810442754497	0.0261607872037346	0.118573665329078	-1.58234919180441
COL18A1	0.28416217666785	6.51239927315407	6.45664072802085	0.0261745583859968	0.118589760837604	1.58212063695161
IQANK1	0.722449547930321	0.904207304103644	6.45598101883668	0.0261807680652151	0.118589760837604	1.58201761670078
CD52	0.51612878837298	2.53201378623249	6.4495641335763	0.0262412601942805	0.118826484367827	1.58101531250215
LINC00342	-0.32936661110156	4.1698597377121	6.4485711431666	0.0262506359969631	0.118831665491426	-1.58086017010086
TRMT12	-0.202290214822423	5.8193896138784	6.43896155073046	0.0263415759807329	0.119205953246978	-1.57935824534762
WASHC3	-0.322921229496047	4.62338156803648	6.42819452994794	0.0264439151396597	0.119610282193844	-1.57767424518966
PAXIP1	0.210773702742135	6.11137713370893	6.42781891806977	0.0264474938184226	0.119610282193844	1.57761547570433
DNAJC8	0.168781515447633	6.91870289226559	6.41924672926501	0.0265293231307257	0.119942783813078	1.57627383046776
NEFH	0.371715267492546	8.03988271216955	6.41407073237535	0.0265788786664851	0.120129208650401	1.57546334541099
TTC30B	-0.404892390270474	3.21947918437406	6.41003700502414	0.0266175744168181	0.120266448914299	-1.57483152306823
SIRT7	0.402652448416915	5.01956305715927	6.40687670638656	0.0266479381885644	0.120365968613929	1.57433638768691
HDHD3	-0.284703581737637	5.0232357842061	6.40516541030784	0.0266643973281252	0.120402639921431	-1.57406822784563
TTC28-AS1	0.319767828953053	3.70148394934957	6.40236585848556	0.0266913493488495	0.120451501675034	1.57362947042581
BCAP29	-0.243379215873686	6.3870361735846	6.40230808199587	0.0266919059198139	0.120451501675034	-1.57362041456372
ALDH4A1	-0.300007696588864	4.96379638825823	6.40117036570788	0.0267028685541637	0.120454960342988	-1.57344208206887
CIART	0.520106835651057	2.25833361070486	6.4004968862318	0.0267093604916809	0.120454960342988	1.57333651026612
